,file,is_background,date_time,location,speed_kmh,sample_pos,daytime,weather,vehicle,source_direction,microphone,channel
3050,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_114638592_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,114638592,None,None,None,None,SE,CH34
3051,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_114734592_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,114734592,None,None,None,None,SE,CH34
3052,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_114830592_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,114830592,None,None,None,None,SE,CH34
3053,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_11491584_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,11491584,None,None,None,None,SE,CH34
3054,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_114926592_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,114926592,None,None,None,None,SE,CH34
3055,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_115022592_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,115022592,None,None,None,None,SE,CH34
3056,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_115118592_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,115118592,None,None,None,None,SE,CH34
3057,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_115214592_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,115214592,None,None,None,None,SE,CH34
3058,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_115310592_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,115310592,None,None,None,None,SE,CH34
3059,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_115406592_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,115406592,None,None,None,None,SE,CH34
3060,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_11587584_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,11587584,None,None,None,None,SE,CH34
3061,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_116393088_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,116393088,None,None,None,None,SE,CH34
3062,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_116489088_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,116489088,None,None,None,None,SE,CH34
3063,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1165520_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1165520,M,D,C,L,SE,CH34
3064,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_116585088_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,116585088,None,None,None,None,SE,CH34
3065,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_116681088_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,116681088,None,None,None,None,SE,CH34
3066,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1169672_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1169672,M,D,C,L,SE,CH34
3067,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1171616_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1171616,M,D,C,R,SE,CH34
3068,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1175119_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1175119,M,D,C,L,SE,CH34
3069,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1178336_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1178336,M,D,C,R,SE,CH34
3070,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_117928704_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,117928704,None,None,None,None,SE,CH34
3071,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1179648_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,1179648,None,None,None,None,SE,CH34
3072,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_118024704_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,118024704,None,None,None,None,SE,CH34
3073,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_118120704_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,118120704,None,None,None,None,SE,CH34
3074,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_118216704_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,118216704,None,None,None,None,SE,CH34
3075,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_118312704_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,118312704,None,None,None,None,SE,CH34
3076,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_118408704_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,118408704,None,None,None,None,SE,CH34
3077,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_118504704_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,118504704,None,None,None,None,SE,CH34
3078,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1186544_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1186544,M,D,C,L,SE,CH34
3079,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1188632_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1188632,M,D,C,L,SE,CH34
3080,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1199576_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1199576,M,D,C,L,SE,CH34
3081,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1212248_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1212248,M,D,C,L,SE,CH34
3082,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_12124416_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,12124416,None,None,None,None,SE,CH34
3083,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_121399680_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,121399680,None,None,None,None,SE,CH34
3084,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_121495680_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,121495680,None,None,None,None,SE,CH34
3085,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1215080_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1215080,M,D,C,R,SE,CH34
3086,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_121591680_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,121591680,None,None,None,None,SE,CH34
3087,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_121687680_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,121687680,None,None,None,None,SE,CH34
3088,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_121783680_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,121783680,None,None,None,None,SE,CH34
3089,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1218152_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1218152,M,D,C,R,SE,CH34
3090,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_12220416_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,12220416,None,None,None,None,SE,CH34
3091,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_122295936_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,122295936,None,None,None,None,SE,CH34
3092,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1226240_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1226240,M,D,C,L,SE,CH34
3093,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_122806272_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,122806272,None,None,None,None,SE,CH34
3094,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1228376_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1228376,M,D,C,L,SE,CH34
3095,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_122902272_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,122902272,None,None,None,None,SE,CH34
3096,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_122998272_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,122998272,None,None,None,None,SE,CH34
3097,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1230464_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1230464,M,D,C,L,SE,CH34
3098,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_123094272_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,123094272,None,None,None,None,SE,CH34
3099,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_12316416_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,12316416,None,None,None,None,SE,CH34
3100,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_123190272_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,123190272,None,None,None,None,SE,CH34
3101,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_123286272_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,123286272,None,None,None,None,SE,CH34
3102,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_123382272_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,123382272,None,None,None,None,SE,CH34
3103,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1235000_M_D_TL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1235000,M,D,T,L,SE,CH34
3104,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1236704_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1236704,M,D,C,R,SE,CH34
3105,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_12412416_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,12412416,None,None,None,None,SE,CH34
3106,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_124795775_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,124795775,None,None,None,None,SE,CH34
3107,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1248800_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1248800,M,D,C,R,SE,CH34
3108,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_12508416_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,12508416,None,None,None,None,SE,CH34
3109,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_125619456_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,125619456,None,None,None,None,SE,CH34
3110,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_125715456_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,125715456,None,None,None,None,SE,CH34
3111,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_125811456_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,125811456,None,None,None,None,SE,CH34
3112,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_125907456_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,125907456,None,None,None,None,SE,CH34
3113,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_12604416_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,12604416,None,None,None,None,SE,CH34
3114,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_126452352_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,126452352,None,None,None,None,SE,CH34
3115,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1266008_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1266008,M,D,C,R,SE,CH34
3116,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_12700416_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,12700416,None,None,None,None,SE,CH34
3117,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_127153920_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,127153920,None,None,None,None,SE,CH34
3118,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_127249920_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,127249920,None,None,None,None,SE,CH34
3119,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_127345920_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,127345920,None,None,None,None,SE,CH34
3120,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1275648_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,1275648,None,None,None,None,SE,CH34
3121,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_12796416_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,12796416,None,None,None,None,SE,CH34
3122,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_128712576_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,128712576,None,None,None,None,SE,CH34
3123,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_128808576_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,128808576,None,None,None,None,SE,CH34
3124,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_128904576_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,128904576,None,None,None,None,SE,CH34
3125,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_12892416_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,12892416,None,None,None,None,SE,CH34
3126,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_129000576_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,129000576,None,None,None,None,SE,CH34
3127,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1298647_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1298647,M,D,C,L,SE,CH34
3128,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_130092672_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,130092672,None,None,None,None,SE,CH34
3129,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_130188672_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,130188672,None,None,None,None,SE,CH34
3130,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_130284672_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,130284672,None,None,None,None,SE,CH34
3131,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_130380672_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,130380672,None,None,None,None,SE,CH34
3132,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_130476672_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,130476672,None,None,None,None,SE,CH34
3133,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1308824_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1308824,M,D,C,R,SE,CH34
3134,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1312088_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1312088,M,D,C,R,SE,CH34
3135,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_131349504_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,131349504,None,None,None,None,SE,CH34
3136,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_131445504_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,131445504,None,None,None,None,SE,CH34
3137,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_131541504_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,131541504,None,None,None,None,SE,CH34
3138,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_131637504_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,131637504,None,None,None,None,SE,CH34
3139,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_131733504_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,131733504,None,None,None,None,SE,CH34
3140,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1318784_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1318784,M,D,C,R,SE,CH34
3141,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1327352_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1327352,M,D,C,L,SE,CH34
3142,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_132760704_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,132760704,None,None,None,None,SE,CH34
3143,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_132856704_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,132856704,None,None,None,None,SE,CH34
3144,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1329128_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1329128,M,D,C,R,SE,CH34
3145,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_132952704_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,132952704,None,None,None,None,SE,CH34
3146,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_133048704_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,133048704,None,None,None,None,SE,CH34
3147,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_133630464_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,133630464,None,None,None,None,SE,CH34
3148,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_133726464_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,133726464,None,None,None,None,SE,CH34
3149,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_133822464_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,133822464,None,None,None,None,SE,CH34
3150,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1338560_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1338560,M,D,C,R,SE,CH34
3151,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_133918464_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,133918464,None,None,None,None,SE,CH34
3152,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_134014464_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,134014464,None,None,None,None,SE,CH34
3153,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_134110464_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,134110464,None,None,None,None,SE,CH34
3154,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_134206464_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,134206464,None,None,None,None,SE,CH34
3155,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_134302464_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,134302464,None,None,None,None,SE,CH34
3156,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_134398464_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,134398464,None,None,None,None,SE,CH34
3157,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_134494464_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,134494464,None,None,None,None,SE,CH34
3158,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_134974848_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,134974848,None,None,None,None,SE,CH34
3159,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_135070848_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,135070848,None,None,None,None,SE,CH34
3160,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_135166848_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,135166848,None,None,None,None,SE,CH34
3161,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_135262848_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,135262848,None,None,None,None,SE,CH34
3162,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_135358848_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,135358848,None,None,None,None,SE,CH34
3163,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_135454848_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,135454848,None,None,None,None,SE,CH34
3164,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_135550848_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,135550848,None,None,None,None,SE,CH34
3165,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_136550784_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,136550784,None,None,None,None,SE,CH34
3166,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_136646784_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,136646784,None,None,None,None,SE,CH34
3167,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_136742784_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,136742784,None,None,None,None,SE,CH34
3168,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1371200_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1371200,M,D,C,R,SE,CH34
3169,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1371648_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,1371648,None,None,None,None,SE,CH34
3170,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_137755776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,137755776,None,None,None,None,SE,CH34
3171,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_137851776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,137851776,None,None,None,None,SE,CH34
3172,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_137947776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,137947776,None,None,None,None,SE,CH34
3173,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_138043776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,138043776,None,None,None,None,SE,CH34
3174,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_138139776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,138139776,None,None,None,None,SE,CH34
3175,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_138235776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,138235776,None,None,None,None,SE,CH34
3176,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_138331776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,138331776,None,None,None,None,SE,CH34
3177,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_138427776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,138427776,None,None,None,None,SE,CH34
3178,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_138523776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,138523776,None,None,None,None,SE,CH34
3179,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_138619776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,138619776,None,None,None,None,SE,CH34
3180,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_138715776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,138715776,None,None,None,None,SE,CH34
3181,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_138811776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,138811776,None,None,None,None,SE,CH34
3182,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_138907776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,138907776,None,None,None,None,SE,CH34
3183,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_139003776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,139003776,None,None,None,None,SE,CH34
3184,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_139099776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,139099776,None,None,None,None,SE,CH34
3185,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_139195776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,139195776,None,None,None,None,SE,CH34
3186,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_139291776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,139291776,None,None,None,None,SE,CH34
3187,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1393280_M_D_TR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1393280,M,D,T,R,SE,CH34
3188,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_139387776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,139387776,None,None,None,None,SE,CH34
3189,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1394672_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1394672,M,D,C,R,SE,CH34
3190,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_139483776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,139483776,None,None,None,None,SE,CH34
3191,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_139579776_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,139579776,None,None,None,None,SE,CH34
3192,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1396616_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1396616,M,D,C,R,SE,CH34
3193,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1398464_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1398464,M,D,C,R,SE,CH34
3194,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_13988351_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,13988351,None,None,None,None,SE,CH34
3195,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1400264_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1400264,M,D,C,R,SE,CH34
3196,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1402160_M_D_CR_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1402160,M,D,C,R,SE,CH34
3197,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_1403264_M_D_CL_SE_CH34,False,2019-11-19-07-25,Langewiesener-Strasse,50,1403264,M,D,C,L,SE,CH34
3198,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_140361600_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,140361600,None,None,None,None,SE,CH34
3199,2019-11-19-07-25_Langewiesener-Strasse_50Kmh_140457600_SE_CH34-BG,True,2019-11-19-07-25,Langewiesener-Strasse,50,140457600,None,None,None,None,SE,CH34
